sample_id,county,region,altitude_m,annual_rainfall_mm,temp_max_c,temp_min_c,soil_ph,humidity_pct,soil_nitrogen_pct,organic_carbon_pct,slope_degrees,drainage,soil_type,dominant_land_use,suitable_tea,suitable_maize,suitable_wheat,suitable_sorghum,suitable_coffee,suitable_beans
111,Kiambu,Central,1922.1,1362.4,26.0,13.2,6.23,66.7,1.308,1.943,9.5,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
112,Kericho,Rift Valley,1843.3,1788.7,21.2,11.2,5.08,75.6,1.927,3.544,9.7,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
113,Bungoma,Western,1819.0,1431.8,24.3,14.0,5.72,70.5,1.256,1.475,5.0,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
114,Bungoma,Western,1353.4,1472.4,28.0,16.6,5.4,71.7,1.495,1.507,11.7,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
115,Isiolo,Eastern,433.5,400.5,37.6,16.8,8.22,41.3,0.575,0.274,2.9,Excessively drained,Chromic Luvisols,Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
116,Nandi,Rift Valley,1598.2,1494.6,26.4,13.7,4.97,73.6,2.377,2.785,12.8,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
117,Kisii,Nyanza,1615.3,1446.3,25.9,14.4,5.2,76.2,1.747,1.688,5.5,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
118,Kirinyaga,Central,2061.5,1401.1,24.8,11.9,4.91,65.3,2.161,2.935,15.2,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
119,Nyamira,Nyanza,1878.6,1462.0,24.3,15.6,5.15,75.1,1.402,2.225,6.6,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
120,Bomet,Rift Valley,1642.1,1334.4,21.4,12.1,5.24,74.0,1.547,2.421,3.3,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
121,Narok,Rift Valley,2476.8,857.5,20.1,9.3,7.66,60.3,1.126,0.829,9.9,Well drained,Mollic Vertisols,Wheat/Livestock,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
122,Lamu,Coast,10.0,953.4,32.4,26.2,8.51,75.4,0.554,0.731,1.3,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
123,Laikipia,Central,2044.5,534.9,28.0,15.9,8.33,48.4,0.925,1.234,4.2,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
124,Nyeri,Central,2226.7,1508.8,23.1,10.3,4.8,73.4,2.391,2.838,14.4,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
125,Trans Nzoia,Rift Valley,2404.1,1168.5,23.0,8.4,6.22,67.6,1.48,2.675,2.9,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
126,Machakos,Eastern,937.2,596.8,24.4,16.5,7.83,64.7,0.782,0.662,18.4,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
127,Kisii,Nyanza,1897.2,1508.3,23.3,13.8,4.85,73.9,1.822,2.08,11.7,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
128,Makueni,Eastern,1132.0,708.1,33.5,18.7,8.31,41.7,0.396,0.753,11.4,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
129,Mombasa,Coast,14.4,1090.0,31.7,22.7,6.57,82.1,0.388,1.106,1.7,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Highly Suitable,Not Suitable,Highly Suitable,Not Suitable,Highly Suitable
130,Kitui,Eastern,994.9,800.2,35.3,20.0,8.88,49.7,0.469,0.618,5.8,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
131,Nyamira,Nyanza,1721.4,1652.9,27.2,13.5,5.36,72.3,1.896,1.853,17.3,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
132,Kirinyaga,Central,1500.4,1574.8,21.3,13.7,5.16,75.2,1.587,1.912,4.2,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
133,Tharaka Nithi,Eastern,1069.8,896.8,30.8,18.8,6.34,57.0,0.651,1.387,12.7,Moderately drained,Chromic Cambisols,Mango/Miraa,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
134,Siaya,Nyanza,1180.9,1126.7,24.9,16.5,6.62,71.5,0.742,1.951,4.5,Poorly drained,Eutric Vertisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
135,Meru,Eastern,1133.9,1173.5,23.9,15.8,5.89,58.8,1.291,2.669,7.1,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
136,Kakamega,Western,1423.8,1923.5,28.1,14.5,5.35,77.6,1.558,1.682,5.4,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable
137,Tharaka Nithi,Eastern,1386.0,937.5,25.9,19.9,6.93,61.5,1.009,0.923,7.0,Moderately drained,Chromic Cambisols,Mango/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
138,Kitui,Eastern,643.4,555.0,27.0,23.9,7.3,40.6,0.3,0.711,3.2,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
139,Migori,Nyanza,1113.9,1064.6,29.9,14.7,6.11,62.9,0.776,1.611,6.6,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
140,Embu,Eastern,1825.4,1290.2,26.2,14.9,5.44,71.7,1.191,1.714,11.1,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
141,Embu,Eastern,1359.3,1192.4,24.9,14.7,5.17,65.5,1.191,1.699,9.8,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
142,Nyamira,Nyanza,1808.3,1689.1,22.8,14.2,5.52,71.9,1.864,1.787,17.2,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
143,Bungoma,Western,1560.0,1694.0,27.3,14.7,5.63,71.2,1.619,1.368,2.1,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
144,Wajir,North Eastern,272.8,318.2,35.4,24.6,9.4,28.4,0.294,0.384,2.7,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
145,Laikipia,Central,1500.4,838.9,22.4,11.1,7.29,53.2,0.613,0.889,7.7,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
146,Nyamira,Nyanza,1616.8,1727.1,23.8,15.2,5.49,74.2,1.793,2.727,16.0,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
147,Murang'a,Central,1903.9,1330.1,25.2,15.4,5.02,69.0,1.535,1.845,4.3,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
148,Murang'a,Central,1490.0,1332.7,26.1,14.9,5.21,69.3,1.659,3.135,16.5,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
149,Murang'a,Central,1457.4,1208.0,26.3,15.4,5.43,67.6,1.591,2.811,11.0,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
150,Nandi,Rift Valley,1978.4,1498.4,21.9,13.9,5.23,76.4,2.194,3.085,6.0,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
151,Nyeri,Central,2282.4,1659.8,20.0,13.3,4.73,70.2,2.137,3.386,13.7,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
152,Kisii,Nyanza,1438.9,1906.8,24.5,16.4,4.94,78.5,1.112,2.37,16.5,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable
153,Kiambu,Central,1925.4,1144.3,23.2,14.6,5.92,65.8,1.516,2.014,11.6,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
154,Vihiga,Western,1634.9,1595.4,25.7,14.4,5.0,75.0,1.764,2.33,9.4,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
155,Nairobi,Nairobi,1719.8,1036.3,26.9,15.4,6.95,62.6,1.017,0.934,5.0,Moderately drained,Chromic Luvisols,Urban/Horticulture,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
156,Machakos,Eastern,1529.3,920.7,26.7,17.9,6.55,47.2,0.877,0.599,7.6,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
157,Kakamega,Western,1660.5,1876.4,25.7,17.4,5.51,82.8,1.744,1.689,7.4,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
158,Nairobi,Nairobi,1719.4,917.6,25.6,15.3,6.93,67.0,0.856,1.562,7.0,Moderately drained,Chromic Luvisols,Urban/Horticulture,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
159,Kisii,Nyanza,1469.2,1880.5,24.4,13.3,5.47,76.0,1.474,2.218,16.8,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
160,Nyeri,Central,2227.7,1642.1,22.7,13.0,4.62,76.8,2.472,2.258,17.4,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
161,West Pokot,Rift Valley,983.2,726.4,19.8,18.0,7.08,65.7,0.957,1.16,8.8,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
162,Nakuru,Rift Valley,2406.0,691.7,25.8,12.8,6.91,52.1,1.256,1.232,9.0,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
163,Kajiado,Rift Valley,1881.2,474.5,31.3,19.1,7.61,53.0,0.65,0.74,7.6,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
164,Kisumu,Nyanza,1140.4,1085.5,29.9,18.6,6.48,60.8,0.771,1.619,1.6,Poorly drained,Eutric Vertisols,Maize/Rice,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
165,Kakamega,Western,1469.5,1942.2,28.0,14.4,5.23,74.4,1.544,2.176,8.0,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
166,Meru,Eastern,1286.4,1028.8,26.4,17.9,6.41,66.5,0.877,1.136,24.0,Moderately drained,Chromic Cambisols,Tea/Miraa,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
167,Murang'a,Central,1703.5,1587.9,26.2,15.2,5.39,70.6,1.498,2.761,13.6,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
168,Nairobi,Nairobi,1701.9,1127.1,23.0,12.2,6.2,67.0,1.063,1.903,4.7,Moderately drained,Chromic Luvisols,Urban/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
169,Laikipia,Central,2437.7,884.1,29.7,11.5,6.77,50.1,0.937,1.475,7.0,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
170,Vihiga,Western,1860.4,1864.5,25.7,14.8,5.85,76.7,1.152,2.052,8.1,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
171,Nakuru,Rift Valley,2365.0,1031.4,22.7,12.3,7.03,52.0,0.793,1.05,5.3,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable
172,Kericho,Rift Valley,2195.0,1675.2,23.7,15.4,4.98,79.0,2.502,3.219,4.9,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
173,Kiambu,Central,2027.4,1390.3,25.8,15.1,6.07,69.4,1.071,2.134,3.9,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
174,Kiambu,Central,1538.0,1378.4,23.7,12.0,5.64,62.6,1.221,2.419,3.8,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
175,Kitui,Eastern,504.1,528.0,31.8,19.0,7.57,57.6,0.375,0.617,4.4,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
176,Siaya,Nyanza,1309.9,1235.2,29.4,16.1,6.02,66.4,1.272,1.333,6.3,Poorly drained,Eutric Vertisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
177,Kericho,Rift Valley,2097.9,1944.2,22.1,12.9,4.57,77.8,1.836,3.431,7.4,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
178,Mandera,North Eastern,508.5,244.7,37.5,29.2,7.83,44.9,0.124,0.104,2.7,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
179,Nyamira,Nyanza,1566.2,1483.5,22.5,13.5,4.79,75.7,1.973,2.958,16.2,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
180,Meru,Eastern,1059.4,1434.3,29.9,14.1,5.5,61.0,1.071,1.446,6.3,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
181,Homa Bay,Nyanza,1446.3,1187.7,31.4,17.8,5.95,63.0,0.623,0.843,8.8,Moderately drained,Chromic Luvisols,Maize/Sorghum,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
182,Kakamega,Western,1706.4,1916.9,27.3,15.0,5.94,79.7,1.692,1.666,5.6,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
183,Nandi,Rift Valley,1928.0,1794.9,24.4,13.1,4.74,74.5,2.033,2.485,6.2,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
184,Kirinyaga,Central,1612.4,1499.0,23.8,12.3,5.39,75.4,2.085,3.056,7.3,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
185,Meru,Eastern,1156.9,1017.2,26.6,16.2,5.22,63.2,1.264,2.301,18.1,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
186,Nyandarua,Central,2751.1,1143.9,20.5,8.6,6.19,67.2,1.244,2.958,7.5,Well drained,Humic Andosols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
187,Kiambu,Central,1639.5,1433.6,23.3,13.5,5.11,63.3,1.413,1.848,13.0,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
188,Bungoma,Western,1614.8,1580.4,24.8,16.6,5.93,68.9,1.36,2.283,9.9,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
189,Laikipia,Central,1820.7,718.6,22.3,10.3,7.94,52.6,0.554,0.771,5.7,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
190,Bungoma,Western,1415.7,1283.1,28.3,14.1,6.19,70.1,1.257,1.905,11.4,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
191,Uasin Gishu,Rift Valley,1874.0,1244.4,21.3,11.1,6.82,66.4,1.384,1.273,6.2,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
192,Laikipia,Central,1610.0,889.7,25.8,10.1,7.41,45.8,0.726,0.905,4.3,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
193,Nyamira,Nyanza,1711.8,1426.3,23.5,12.8,5.52,75.6,1.741,2.021,7.4,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
194,Kericho,Rift Valley,2009.1,1643.6,21.3,14.5,4.55,80.2,2.506,2.663,2.8,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
195,Nandi,Rift Valley,1840.8,1866.0,21.2,13.8,4.83,79.2,2.471,3.889,8.7,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
196,Nyeri,Central,2346.0,1490.8,20.4,12.5,5.24,69.7,1.768,2.273,16.0,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
197,Kiambu,Central,1719.3,1402.9,26.6,13.7,6.09,66.5,1.771,1.616,11.2,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
198,Mandera,North Eastern,206.0,153.2,39.0,26.6,9.35,36.8,0.183,0.379,2.4,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable
199,Kirinyaga,Central,1923.3,1598.5,23.3,13.5,4.85,70.2,1.916,2.261,6.4,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
200,Machakos,Eastern,1102.6,940.7,30.1,17.6,6.65,50.3,0.473,1.01,12.9,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
201,Kwale,Coast,452.2,898.2,30.6,25.2,7.41,73.7,0.429,0.963,3.4,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
202,Kirinyaga,Central,2142.5,1625.2,21.8,13.1,4.86,76.0,2.181,2.904,13.7,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
203,Nairobi,Nairobi,1768.5,1110.0,26.1,14.7,6.78,68.1,0.947,1.316,5.5,Moderately drained,Chromic Luvisols,Urban/Horticulture,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
204,Kilifi,Coast,101.9,923.1,32.2,22.8,7.28,67.8,0.789,0.519,7.5,Moderately drained,Ferralic Arenosols,Cashew/Cassava,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
205,Meru,Eastern,1348.5,1239.7,29.5,15.5,5.17,68.1,1.336,2.505,21.4,Moderately drained,Chromic Cambisols,Tea/Miraa,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
206,Murang'a,Central,1676.9,1583.3,26.4,16.6,5.49,71.8,1.267,2.681,6.1,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
207,Vihiga,Western,1697.6,1640.5,27.6,14.9,4.99,75.5,1.773,2.796,10.6,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
